address,area,year,floors,entrance,flats,latitude,longitude
"ул. Антонова-Овсеенко, д. 11, Москва",2650.10,1960,5,Не указано,60,55.75484107,37.5375865
"ул. Армавирская, д. 23/18, Москва",4922.60,1960,5,2,72,55.67269657,37.752661
"ул. Артамонова, д. 18, к. 1, Москва",5563.40,1965,5,4,80,55.71892257,37.4531625
"ул. Артюхиной, д. 2А, Москва",2457.00,1960,5,3,58,55.70433157,37.7357275
"ул. Архитектора Власова, д. 9, к. 2, Москва",4010.00,1960,5,4,80,55.67897057,37.55434
"ул. Архитектора Власова, д. 21, к. 1, Москва",4130.90,1960,5,4,80,55.67543807,37.5492915
"ул. Астрадамская, д. 9 б, Москва",2749.00,1963,5,3,60,55.81246857,37.561715
"ул. Атарбекова, д. 4а, Москва",4966.00,1961,5,6,76,55.79654657,37.707943
"ул. Багрицкого, д. 8, Москва",3508.00,1966,5,4,64,55.72298907,37.4361935
"ул. Базовская, д. 26, Москва",3696.00,1959,5,Не указано,80,55.88177257,37.5171225
"ул. Байкальская, д. 30, к. 1, Москва",5169.00,1965,5,6,120,55.81630757,37.8040355
"пр-кт. Балаклавский, д. 10, к. 1, Москва",3517.00,1962,5,4,75,55.64274307,37.6099365
"пр-кт. Балаклавский, д. 36, к. 1, Москва",5263.00,1964,5,6,120,55.64673107,37.5780645
"ул. Басовская, д. 4, Москва",3386.00,1962,5,4,80,55.73781107,37.736716
"ул. Батюнинская, д. 7, Москва",4594.70,1973,5,4,80,55.65766707,37.705688
"ул. Башиловская, д. 32, Москва",2502.00,1962,5,3,60,55.80635807,37.572989
"ул. Береговая, д. 8, к. 3, Москва",2458.90,2002,5,1,18,55.83359707,37.4692155
"б-р. Бескудниковский, д. 48, к. 6, Москва",3514.00,1964,5,4,80,55.87461707,37.543057
"ул. Бирюсинка, д. 11/38, Москва",3364.70,1965,5,4,80,55.81251457,37.7811915
"ул. Бобруйская, д. 18, к. 1, Москва",3443.60,1964,5,4,160,55.73738507,37.400674
"ул. Боженко, д. 14, к. 1, Москва",5749.10,1955,5,7,73,55.73272757,37.406585
"ул. Бойцовая, д. 10, к. 1, Москва",2926.00,1961,5,1,60,55.81092107,37.719019
"ул. Бойцовая, д. 17, к. 1, Москва",5202.60,1960,5,4,48,55.81177057,37.7182735
"ул. Бойцовая, д. 18, к. 5, Москва",3905.00,1959,5,3,40,55.81360157,37.723915
"ул. Болотниковская, д. 13, Москва",4754.00,1959,5,3,53,55.65631607,37.603343
"ул. Болотниковская, д. 35/2, Москва",8885.00,1964,5,9,180,55.66001307,37.5872185
"ул. Болотниковская, д. 54, к. 1, Москва",7155.00,1964,5,8,160,55.66413657,37.5813795
"ул. Академическая Б., д. 12/18, к. 2, Москва",2765.40,1963,5,3,60,55.82118357,37.5269775
"ул. Академическая Б., д. 39Б, Москва",2558.10,1961,5,3,60,55.83337957,37.5309655
"ул. Грузинская Б., д. 40, к. 1, Москва",3828.40,1958,5,3,40,55.76799507,37.581415
"ул. Набережная Б., д. 21, Москва",5645.40,1954,5,4,65,55.83244957,37.4590555
"ул. Очаковская Б., д. 14, Москва",4467.50,1960,5,5,67,55.68464007,37.4587325
"ул. Почтовая Б., д. 18/20, к. 12, Москва",3991.00,1931,5,5,57,55.77509407,37.6920245
"ул. Почтовая Б., д. 18/20, к. 9, Москва",2381.00,1926,5,Не указано,28,55.77516007,37.6937945
"ул. Тульская Б., д. 54, к. 3, Москва",3518.10,1962,5,4,80,55.70222607,37.618758
"ул. Филевская Б., д. 41, к. 1, Москва",5272.80,1960,5,4,68,55.74147007,37.475971
"ул. Черемушкинская Б., д. 6, к. 2, Москва",3562.00,1959,5,4,64,55.68807607,37.5929585
"ул. Черемушкинская Б., д. 16, Москва",3453.90,1963,5,4,80,55.68406157,37.589985
"ул. Черкизовская Б., д. 3, к. 7, Москва",4487.00,1963,5,5,100,55.79898557,37.716998
"ул. Черкизовская Б., д. 6, к. 3, Москва",5100.90,1964,5,6,120,55.79524107,37.720708
"ул. Черкизовская Б., д. 30, к. 3, Москва",7412.00,1964,5,9,180,55.79864657,37.74207
"пер. Балканский Б., д. 5, Москва",1032.80,1917,5,1,12,55.77856257,37.6420605
"пер. Козихинский Б., д. 23, Москва",3381.00,1911,5,2,27,55.76449557,37.5946115
"проезд. Коптевский Б., д. 14, к. 1, Москва",2498.00,1958,5,3,60,55.81084507,37.537685
"пер. Сухаревский Б., д. 16, Москва",1269.90,1884,5,1,10,55.77049657,37.6288375
"пер. Харитоньевский Б., д. 12А, Москва",1257.60,1890,5,1,20,55.76496157,37.6463455
"ул. Борисовская, д. 35, Москва",4208.80,1961,5,5,75,55.79283207,37.7352425
"проезд. Боровский, д. 7, Москва",2692.00,1963,5,3,60,55.65397457,37.389113
"ул. Ботаническая, д. 17, Москва",3934.00,1959,5,4,60,55.82731757,37.60125
"ул. Бочкова, д. 7, Москва",2542.20,1963,5,3,60,55.80956507,37.6308405
"пер. Бронницкий, д. 2, Москва",3104.00,1954,5,2,32,55.73017257,37.7512415
"проезд. Будайский, д. 7, к. 1, Москва",4303.00,1955,5,3,39,55.83601357,37.6671235
"пр-кт. Буденного, д. 39, к. 2, Москва",2530.00,1960,5,3,60,55.76435357,37.7354225
"проезд. Булатниковский, д. 2В, к. 6, Москва",3672.60,1965,5,4,76,55.59592357,37.6477555
"ул. Бутлерова, д. 34, к. 1, Москва",2563.00,1969,5,3,60,55.64438407,37.5459495
"ул. Вавилова, д. 16, Москва",2550.60,1960,5,3,60,55.70434157,37.5827355
"ул. Вавилова, д. 80, Москва",4554.70,1960,5,4,79,55.67876757,37.5434885
"пер. Вадковский, д. 16, Москва",4283.00,1960,5,4,79,55.78928907,37.5955905
"ш. Варшавское, д. 59, к. 3, Москва",3732.10,1961,5,4,63,55.67571207,37.629475
"ш. Варшавское, д. 72, к. 3, Москва",2340.00,1958,5,2,19,55.65639207,37.6184345
"ул. Василисы Кожиной, д. 24, к. 1, Москва",2985.00,1961,5,3,54,55.73409057,37.490766
"ул. Ватутина, д. 4, к. 1, Москва",4037.30,1961,5,3,60,55.72257307,37.4591995
"ул. Введенского, д. 11, к. 2, Москва",5131.00,1968,5,6,120,55.64252457,37.5433265
"ул. Введенского, д. 19, к. 1, Москва",5241.00,1969,5,6,120,55.64012607,37.54047
"ул. Верземнека, д. 2, Москва",3524.00,1963,5,4,80,55.78996757,37.629547
"пр-кт. Вернадского, д. 49, Москва",4621.00,1963,5,5,92,55.67274207,37.5065945
"ул. Верхние Поля, д. 7, к. 1, Москва",2484.20,1960,5,3,60,55.66533457,37.7464175
"ул. Масловка Верхн., д. 29, Москва",4631.50,1966,5,5,84,55.79880357,37.557044
"ул. Первомайская Верхн., д. 63, к. 2, Москва",3817.00,1960,5,5,70,55.80099457,37.806982
"ул. Хохловка Верхн., д. 33, Москва",4084.00,1959,5,4,80,55.73291957,37.7203485
"ул. Винокурова, д. 5/6, к. 1, Москва",4846.40,1957,5,3,60,55.68918707,37.58526
"ул. Винокурова, д. 11, к. 3, Москва",4126.40,1960,5,4,80,55.68815707,37.590102
"пер. Вознесенский, д. 16/4, Москва",6012.60,1876,5,4,74,55.75930407,37.605993
"пр-кт. Волгоградский, д. 57, Москва",6830.60,1961,5,4,78,55.70994607,37.7336615
"пр-кт. Волгоградский, д. 99, к. 2, Москва",2600.10,1963,5,3,60,55.70812007,37.753209
"пр-кт. Волгоградский, д. 107, к. 2, Москва",2589.00,1963,5,3,159,55.70762807,37.7567305
"пр-кт. Волгоградский, д. 120, к. 2, Москва",3507.50,1960,5,4,80,55.70189157,37.7807425
"пр-кт. Волгоградский, д. 130, к. 2, Москва",3538.10,1961,5,4,80,55.70152607,37.7838865
"пр-кт. Волгоградский, д. 148, к. 1, Москва",3515.80,1961,5,4,80,55.70151107,37.7890425
"пр-кт. Волгоградский, д. 154/34, Москва",6128.20,1961,5,7,140,55.70083657,37.7919535
"б-р. Волжский, д. 26, к. 4, Москва",3692.00,1960,5,3,50,55.70582307,37.745106
"б-р. Волжский, д. 46, к. 1, Москва",1631.00,1958,5,2,29,55.69870557,37.7508915
"ш. Волоколамское, д. 94, Москва",3222.00,1962,5,3,52,55.82500107,37.433759
"ул. Волочаевская, д. 17А, Москва",4514.00,1930,5,5,46,55.75049957,37.678038
"ул. Вострухина, д. 6, к. 1, Москва",4475.50,1966,5,5,100,55.71961207,37.7987355
"проезд. Врачебный, д. 11, к. 2, Москва",3515.10,1967,5,4,80,55.81360157,37.4526235
"ул. Вучетича, д. 28, к. 2, Москва",1609.80,1959,5,2,26,55.81344007,37.55752
"ул. Вяземская, д. 1, к. 3, Москва",3215.00,1962,5,4,80,55.71536757,37.405076
"ул. Гамалеи, д. 6, Москва",2505.20,1961,5,3,60,55.79868257,37.464661
"ул. Гарибальди, д. 17, к. 1, Москва",2511.10,1960,5,Не указано,60,55.67314807,37.547917
"ул. Гарибальди, д. 27, к. 2, Москва",3583.20,1961,5,4,80,55.67034607,37.5600625
"ул. Гвардейская, д. 4, Москва",5136.00,1966,5,6,120,55.72158907,37.4254045
"ул. Генерала Глаголева, д. 7, к. 3, Москва",4734.60,1962,5,3,60,55.78108857,37.4592535
"ул. Генерала Глаголева, д. 16, к. 1, Москва",3576.50,1961,5,Не указано,80,55.78193457,37.4637
"б-р. Генерала Карбышева, д. 7, к. 1, Москва",5709.50,1958,5,4,80,55.77965657,37.4688565
"б-р. Генерала Карбышева, д. 12, Москва",5617.20,1962,5,4,80,55.77959057,37.471704
"ул. Генерала Рычагова, д. 6, Москва",5426.40,1962,5,4,80,55.83980507,37.533993
"ул. Генерала Рычагова, д. 21, Москва",4977.00,1958,5,5,54,55.84241307,37.5411705
"ул. Героев Панфиловцев, д. 16, к. 2, Москва",3551.50,1967,5,4,80,55.85982207,37.4240485
"ул. Героев Панфиловцев, д. 33, к. 1, Москва",7050.70,1967,5,8,159,55.85596707,37.413592
"ул. Глебовская, д. 4, Москва",5317.90,1965,5,4,80,55.81140157,37.7125245
"б-р. Гоголевский, д. 23, Москва",3416.71,1900,5,1,23,55.74807757,37.599139
"ул. Гольяновская, д. 7а, к. 4, Москва",12554.00,1956,5,5,149,55.77605107,37.7114645
"ул. Гончарова, д. 17А, к. 1, Москва",4583.00,1953,5,3,58,55.81839657,37.589491
"пл. Госпитальная, д. 3А, стр. 2, Москва",3580.00,1934,5,1,60,55.77074007,37.7011065
"пер. Графский, д. 12, Москва",2972.00,1967,5,3,48,55.80265957,37.6405695
"ул. Гришина, д. 21, к. 2, Москва",2587.00,1966,5,3,60,55.72395207,37.414526
"ул. Гродненская, д. 7, Москва",2459.00,1965,5,1,не указано,55.71694457,37.43543
"пер. Даев, д. 31, стр. 2, Москва",2448.80,1914,5,1,14,55.76992457,37.6397425
"проезд. Дежнева, д. 8, Москва",2695.00,1964,5,2,60,55.87211207,37.6430215
"ул. Демьяна Бедного, д. 3, к. 5, Москва",4105.90,1959,5,3,59,55.77208707,37.483984
"ул. Демьяна Бедного, д. 20, к. 4, Москва",6108.70,1962,5,5,100,55.77895757,37.4901195
"ул. Дмитрия Ульянова, д. 13, к. 1, Москва",2557.70,1959,5,3,59,55.68946607,37.5699705
"ул. Дмитрия Ульянова, д. 30, Москва",4105.40,1957,5,3,46,55.68482257,37.579987
"ш. Дмитровское, д. 23, к. 1, Москва",2569.30,1961,5,3,60,55.82365107,37.5712195
"ш. Дмитровское, д. 44, к. 3, Москва",3623.10,1957,5,3,49,55.84290807,37.572378
"ш. Дмитровское, д. 95, к. 2, Москва",4621.50,1984,5,4,79,55.87147557,37.5445755
"ш. Дмитровское, д. 123, к. 1, Москва",2579.00,1961,5,2,36,55.88609457,37.541458
"ул. Добролюбова, д. 21, Москва",1173.00,1958,5,1,20,55.81801757,37.591674
"ул. Доброслободская, д. 16, к. 1, Москва",1953.10,1960,5,2,41,55.76534657,37.6744445
"ул. Долгопрудная, д. 6, к. 1, Москва",4086.00,1964,5,3,60,55.89395507,37.5407215
"проезд. Донелайтиса, д. 26, Москва",3498.00,1964,5,4,80,55.84502107,37.4212095
"ул. Дубининская, д. 65, к. 1, Москва",3477.50,1960,5,3,56,55.71729457,37.6346405
"пер. Духовской, д. 20, к. Б, Москва",2975.00,1958,5,3,60,55.70671507,37.6157485
"ул. Колесовой Елены, д. 3, Москва",5790.30,1960,5,3,65,55.67776257,37.451869
"ул. Ереванская, д. 4, к. 1, Москва",2603.00,1964,5,3,60,55.63084757,37.6691625
"ул. Ереванская, д. 12, к. 4, Москва",3488.00,1965,5,4,80,55.62745257,37.668435
"ул. Ереванская, д. 16, к. 4, Москва",3551.00,1965,5,4,80,55.62715807,37.6697555
"ул. Ефремова, д. 11, Москва",3590.00,1959,5,3,50,55.72419507,37.57554
"ул. Живописная, д. 4, к. 1, Москва",4150.60,1962,5,3,60,55.78123557,37.456118
"ул. Живописная, д. 30, к. 3, Москва",2713.00,1965,5,3,60,55.79196207,37.4565405
"ул. Живописная, д. 58, Москва",3291.00,1962,5,3,60,55.80448107,37.4521835
"ш. Загородное, д. 3, к. 1, Москва",2597.10,1958,5,3,45,55.69767057,37.6132425
"ш. Загородное, д. 15, к. 1, Москва",4610.20,1956,5,4,52,55.69167857,37.6030645
"ул. Зарайская, д. 64, Москва",3430.90,1963,5,4,80,55.72672007,37.7762955
"ул. Затонная, д. 5, к. 5, Москва",3652.30,1965,5,4,80,55.68166557,37.6867785
"ш. Звенигородское, д. 7, Москва",1919.00,1961,5,2,27,55.76390807,37.552804
"ул. Зеленодольская, д. 6, Москва",3985.00,1954,5,2,4,55.71604207,37.7891955
"ул. Зеленодольская, д. 45, к. 4, Москва",2570.50,1963,5,3,60,55.70178507,37.7687765
"пр-кт. Зеленый, д. 29, к. 3, Москва",6645.50,1965,5,4,80,55.75374707,37.7892855
"пр-кт. Зеленый, д. 69, к. 2, Москва",2576.00,1964,5,3,60,55.75394957,37.8111145
"пр-кт. Зеленый, д. 89, к. 1, Москва",6760.60,1960,5,4,80,55.75120857,37.8245265
"ул. Зои и Александра Космодемьянских, д. 17/2, Москва",5486.00,1953,5,3,52,55.82236207,37.514904
"пер. Зоологический, д. 9-11, Москва",2774.00,1958,5,3,30,55.76501757,37.572998
"ул. Ивана Бабушкина, д. 23, к. 4, Москва",3811.90,1959,5,4,60,55.68169657,37.559137
"ул. Ивана Франко, д. 30, к. 2, Москва",2505.00,0,5,3,128,55.72840307,37.4265365
"ул. Ивантеевская, д. 15, к. 2, Москва",1555.00,1961,5,2,40,55.81722357,37.7274455
"ул. Ивантеевская, д. 28, к. 3, Москва",3475.00,1960,5,4,80,55.81500807,37.728236
"пл. Измайловская, д. 13, Москва",2594.00,1962,5,3,60,55.79427957,37.7737445
"б-р. Измайловский, д. 12, Москва",5176.61,1953,5,3,54,55.79624807,37.7877405
"пр-кт. Измайловский, д. 65, Москва",3088.00,1961,5,10,не указано,55.78873257,37.7858
"пр-кт. Измайловский, д. 87, Москва",3540.00,1962,5,4,70,55.78898057,37.8036045
"ул. Икшинская, д. 10, Москва",6132.00,1963,5,4,80,55.88611457,37.5385475
"ул. Инженерная, д. 28, Москва",2615.00,1961,5,3,45,55.88059107,37.5747315
"б-р. Кавказский, д. 3, к. 2, Москва",3512.00,1966,5,4,80,55.63427807,37.6734745
"б-р. Кавказский, д. 34, к. 2, Москва",4459.00,1965,5,5,100,55.62921157,37.656209
"проезд. Кадомцева, д. 11, к. 2, Москва",3580.00,1961,5,3,43,55.82954207,37.6635035
"пер. Казарменный, д. 4, стр. 2, Москва",1208.00,1956,5,Не указано,15,55.75636107,37.6499115
"ул. Кантемировская, д. 41, Москва",4447.00,1965,5,5,100,55.63655957,37.6589305
"наб. Карамышевская, д. 22, к. 1, Москва",5153.30,1960,5,5,80,55.77033957,37.4789985
"ул. Каспийская, д. 8, Москва",3499.00,1966,5,4,80,55.63086807,37.6814605
"ул. Каспийская, д. 28, к. 3, Москва",3516.00,1965,5,4,79,55.62460107,37.671166
"ул. Кастанаевская, д. 32, к. 2, Москва",4191.20,1958,5,3,60,55.73696957,37.483346
"ул. Кастанаевская, д. 57, к. 1, Москва",3712.90,1961,5,1,107,55.73107457,37.4575285
"ул. Каховка, д. 14, к. 4, Москва",5025.00,1964,5,6,116,55.65671207,37.5755315
"ул. Каховка, д. 21, к. 2, Москва",5171.80,1965,5,6,120,55.65284207,37.5752885
"ш. Каширское, д. 11, к. 3, Москва",4058.20,1953,5,Не указано,2,55.66750257,37.6309485
"ш. Каширское, д. 44, к. 3, Москва",3991.00,1960,5,3,60,55.64730007,37.6629465
"ул. Кедрова, д. 4, к. 1, Москва",3077.40,1954,5,2,40,55.68620307,37.5641675
"ул. Керченская, д. 24, Москва",6136.00,1964,5,7,140,55.65043957,37.5786125
"ул. Кибальчича, д. 13, Москва",2546.00,1960,5,3,60,55.81671257,37.652337
"ул. Клочкова, д. 8, Москва",4124.00,1965,5,3,60,55.72599507,37.451438
"ул. Колодезная, д. 7, к. 6, Москва",2776.00,1928,5,4,40,55.79652157,37.6952585
"ул. Коминтерна, д. 9, к. 2, Москва",2502.00,1958,5,3,45,55.86445957,37.6778135
"ул. Коминтерна, д. 54, к. 1, Москва",3202.00,1963,5,4,76,55.87509707,37.6967945
"ул. Коновалова, д. 12, Москва",4755.70,1963,5,5,100,55.73079557,37.7635125
"ул. Константина Федина, д. 6, Москва",3824.20,1958,5,4,80,55.80581607,37.7933545
"ул. Константинова, д. 14, Москва",1597.00,1964,5,2,39,55.81674757,37.6564785
"ул. Константинова, д. 34, к. 1, Москва",2490.00,1962,5,3,60,55.82006057,37.6597035
"ул. Коптевская, д. 26, к. 1, Москва",3757.90,1953,5,4,59,55.83551307,37.5220275
"ул. Коптевская, д. 34, к. 1, Москва",3736.20,1962,5,4,76,55.83817207,37.5251085
"б-р. Коптевский, д. 16, к. 1, Москва",3596.20,1956,5,3,48,55.83307657,37.5248035
"ш. Коровинское, д. 4, к. 4, Москва",6710.40,1964,5,6,119,55.86887457,37.5413595
"ул. Короленко, д. 2/23, к. 5, Москва",2394.90,1958,5,3,42,55.79751357,37.6863925
"ул. Космонавта Волкова, д. 17, к. 1, Москва",3437.00,0,5,4,80,55.81620657,37.516512
"ул. Кошкина, д. 9, Москва",5650.00,1961,5,4,70,55.64219957,37.67166
"ул. Коштоянца, д. 23, Москва",4499.00,1962,5,5,100,55.67670207,37.4920775
"ул. Красноармейская, д. 8, к. 2, Москва",2515.00,1958,5,3,45,55.79870757,37.548366
"ул. Красноармейская, д. 26, к. 2, Москва",3487.70,1959,5,3,40,55.80260357,37.5418265
"ул. Краснодонская, д. 3, к. 1, Москва",6704.30,1966,5,8,159,55.68577157,37.7524275
"ул. Краснодонская, д. 14, к. 3, Москва",3981.50,1956,5,4,80,55.67861557,37.7476755
"ул. Красных Зорь, д. 27, Москва",2528.00,1966,5,3,60,55.72410907,37.433723
"ул. Кременчугская, д. 6, к. 1, Москва",4614.40,1963,5,3,48,55.72380007,37.4602415
"ул. Кржижановского, д. 4, к. 1, Москва",5813.70,1956,5,4,58,55.68281257,37.56132
"ул. Кржижановского, д. 17, к. 2, Москва",3941.20,1955,5,2,5,55.67976257,37.573456
"ул. Криворожская, д. 5, Москва",4161.00,1962,5,4,80,55.66803607,37.6197285
"б-р. Кронштадтский, д. 27, Москва",7009.10,1967,5,8,319,55.84409107,37.4970545
"туп. Крымский, д. 6, Москва",1424.90,1957,5,1,20,55.73194157,37.610206
"ул. Кубанская, д. 22, Москва",3340.20,1964,5,4,72,55.68373657,37.7469655
"ул. Кубинка, д. 18, к. 2, Москва",3707.00,1961,5,Не указано,99,55.72210657,37.4084085
"ш. Куркинское, д. 34, Москва",1628.00,2003,5,1,15,55.88561507,37.4014645
"пр-кт. Кутузовский, д. 61, Москва",4811.30,1960,5,4,55,55.72504707,37.4575555
"пр-кт. Кутузовский, д. 78, Москва",7424.90,1960,5,5,100,55.72598007,37.456837
"ул. Лавочкина, д. 20, Москва",9545.80,1966,5,7,139,55.85199007,37.500962
"ул. Лазо, д. 8, к. 2, Москва",4521.20,1968,5,3,130,55.74420607,37.7704565
"ш. Ленинградское, д. 36, к. 1, Москва",7955.00,1959,5,8,136,55.83032557,37.489347
"ш. Ленинградское, д. 66, Москва",10969.50,1967,5,8,156,55.84609757,37.4792855
"пр-кт. Ленинский, д. 43, к. 11, Москва",2471.50,1960,5,3,60,55.70397107,37.5789895
"ул. Ленская, д. 2/21, Москва",12768.70,1943,5,11,37,55.86584857,37.6745615
"ул. Летчика Бабушкина, д. 3, Москва",3967.60,1963,5,4,69,55.85789707,37.6718755
"ул. Летчика Бабушкина, д. 17, Москва",3225.60,1959,5,4,80,55.86436357,37.672675
"ул. Лечебная, д. 17, Москва",4058.20,1958,5,3,50,55.79105607,37.7411805
"ул. Линии Октябрьской Железной Дороги, д. 4А, Москва",4896.00,1962,5,3,98,55.84218557,37.5675185
"ул. Лобанова, д. 6, Москва",6410.00,1956,5,1,5,55.70097357,37.6590205
"ул. Лобачевского, д. 68, Москва",4478.00,1962,5,5,100,55.67284407,37.491431
"ул. Лодочная, д. 31, стр. 3, Москва",3393.00,1966,5,4,не указано,55.83957207,37.4628375
"проезд. Локомотивный, д. 9А, Москва",3938.00,1968,5,4,80,55.84058307,37.5758365
"ул. Лосевская, д. 22, Москва",6859.70,1972,5,8,128,55.87754107,37.716387
"ул. Люблинская, д. 17, к. 1, Москва",3005.00,1963,5,3,48,55.70373807,37.7325835
"ул. Люблинская, д. 121/1, Москва",3687.00,1934,5,5,48,55.67510307,37.73977
"пер. Магистральный, д. 5А, Москва",3016.00,1958,5,3,30,55.77315007,37.5242915
"ул. Ботаническая М., д. 4, Москва",2476.00,1960,5,3,45,55.83255557,37.5908475
"ул. Ботаническая М., д. 17, Москва",2447.00,1959,5,3,45,55.83178207,37.58738
"ул. Ордынка М., д. 5/6, стр. 4, Москва",2681.50,1912,5,1,29,55.74004107,37.6266905
"ул. Пироговская М., д. 27, к. 2, Москва",4081.00,1962,5,4,80,55.72665907,37.5631165
"ул. Филевская М., д. 2, к. 1, Москва",5354.40,1959,5,4,79,55.74030907,37.4809115
"ул. Филевская М., д. 12, к. 1, Москва",6217.20,1961,5,4,78,55.73830207,37.4729165
"ул. Маломосковская, д. 15А, Москва",2501.00,1961,5,3,60,55.81364757,37.647648
"пер. Трехгорный М., д. 8/10, стр. 1, Москва",2914.30,1958,5,3,42,55.75794107,37.5672485
"ул. Мантулинская, д. 10, Москва",7283.20,1926,5,10,73,55.75654807,37.5545735
"ул. Мартеновская, д. 6, к. 1, Москва",6986.80,1960,5,4,50,55.75861507,37.804988
"ул. Мартеновская, д. 14/57, Москва",11501.15,1963,5,7,138,55.75481607,37.8032005
"ул. Маршала Бирюзова, д. 16, Москва",7763.00,1954,5,5,64,55.79457807,37.4920415
"ул. Маршала Бирюзова, д. 30, Москва",11291.00,1955,5,7,97,55.79862657,37.4859155
"пр-кт. Маршала Жукова, д. 8, к. 1, Москва",7519.00,1965,5,5,не указано,55.77645107,37.4980065
"пр-кт. Маршала Жукова, д. 16, к. 7, Москва",5844.50,1967,5,4,80,55.77674507,37.4894455
"пр-кт. Маршала Жукова, д. 35, к. 2, Москва",2810.10,1959,5,4,192,55.77493757,37.473887
"пр-кт. Маршала Жукова, д. 51, к. 2, Москва",2758.70,1961,5,Не указано,60,55.77642107,37.4616785
"ул. Маршала Малиновского, д. 1, Москва",2836.00,1965,5,3,60,55.78861607,37.4942245
"ул. Маршала Неделина, д. 14, к. 1, Москва",3333.00,1966,5,4,80,55.72543757,37.408831
"ул. Маршала Новикова, д. 8, к. 1, Москва",2845.00,1966,5,3,60,55.80362557,37.465874
"б-р. Маршала Рокоссовского, д. 1, к. 1, Москва",4152.60,1960,5,3,60,55.80835607,37.7263945
"б-р. Маршала Рокоссовского, д. 28/14, Москва",2486.00,1964,5,3,79,55.81571157,37.7183365
"ул. Маршала Рыбалко, д. 8, Москва",3075.00,1957,5,4,30,55.79777157,37.49091
"ул. Маршала Соколовского, д. 12, Москва",4259.00,1953,5,4,60,55.79329257,37.4849
"ул. Маршала Тухачевского, д. 44, к. 2, Москва",5895.20,1963,5,4,80,55.78617657,37.4686045
"ул. Матвеевская, д. 24, Москва",7799.40,1967,5,9,179,55.70355507,37.4654605
"б-р. Матроса Железняка, д. 12, к. а, Москва",4368.30,1959,5,3,73,55.83024007,37.5264655
"ул. Матросова, д. 29, Москва",4571.60,1965,5,3,60,55.66317657,37.4155325
"ул. Медиков, д. 6, Москва",7696.00,1967,5,9,178,55.63317557,37.673699
"ул. Менжинского, д. 5, Москва",9838.00,1955,5,5,74,55.86637957,37.678523
"ул. Менжинского, д. 19, к. 2, Москва",2563.30,1961,5,3,60,55.86768757,37.669531
"ул. Металлургов, д. 20, к. 3, Москва",6597.00,1965,5,4,80,55.75677607,37.787372
"ул. Металлургов, д. 28, Москва",16940.90,1967,5,10,200,55.75809307,37.7912075
"ул. Мещанская, д. 10, Москва",2430.00,1901,5,2,32,55.77602607,37.627912
"ул. Мещерякова, д. 4, к. 2, Москва",5238.30,1952,5,3,50,55.83368307,37.4505305
"ул. Минская, д. 6, к. 1, Москва",2547.00,1960,5,3,60,55.73498757,37.489257
"ул. Минская, д. 16, к. 1, Москва",4077.50,1959,5,4,88,55.74084107,37.4836695
"пр-кт. Мира, д. 124, к. 2, Москва",1631.00,1934,5,2,20,55.81635857,37.6399855
"пр-кт. Мира, д. 179А, Москва",2498.00,1962,5,3,60,55.83917807,37.65885
"ул. Михайлова, д. 10, Москва",3430.00,1962,5,4,80,55.72766807,37.764456
"ул. Михайлова, д. 19, Москва",1575.00,1960,5,2,39,55.72764807,37.7673305
"ул. Михалковская, д. 40, Москва",4444.00,1917,5,3,162,55.84166507,37.5166285
"ул. Мишина, д. 38, Москва",5651.00,1953,5,5,61,55.79669357,37.5627305
"ш. Можайское, д. 48, Москва",1708.00,1959,5,2,40,55.71755857,37.4073035
"ул. Молодогвардейская, д. 53, Москва",2769.70,1960,5,3,60,55.73328957,37.4061
"ул. Москворечье, д. 9, к. 1, Москва",3032.60,1965,5,3,60,55.64783357,37.6493815
"ул. Москворечье, д. 55, к. 1, Москва",4631.40,1962,5,3,60,55.64298207,37.6697825
"ул. Мосфильмовская, д. 19, к. 1, Москва",4130.00,1960,5,4,68,55.71356257,37.5155055
"проезд. Мукомольный, д. 11, Москва",4183.20,1964,5,4,54,55.75422307,37.5225575
"ул. Мясницкая, д. 24/7, стр. 1, Москва",22861.20,1906,5,5,30,55.76244957,37.6356015
"наб. Нагатинская, д. 46, к. 3, Москва",5163.00,1963,5,6,118,55.68622357,37.6802655
"ул. Нагорная, д. 12, к. 3, Москва",2968.00,1963,5,3,60,55.68152857,37.6069725
"ул. Нагорная, д. 24, к. 6, Москва",1903.00,1959,5,2,40,55.67838207,37.5993005
"ул. Нагорная, д. 29, к. 3, Москва",4102.00,1961,5,4,80,55.67367607,37.6011065
"ул. Нагорная, д. 40, Москва",3547.00,1964,5,4,80,55.67073207,37.5924375
"б-р. Нагорный, д. 9, Москва",3836.00,1958,5,4,58,55.67351907,37.596444
"ул. Нарвская, д. 4, Москва",3028.00,1961,5,3,60,55.83358657,37.5080315
"ул. Наримановская, д. 21, Москва",2578.80,1967,5,3,60,55.81548357,37.7059215
"ул. Народного Ополчения, д. 12, к. 3, Москва",4185.60,1959,5,3,60,55.77229407,37.4784325
"ул. Народного Ополчения, д. 15, к. 3, Москва",2801.00,1959,5,1,не указано,55.77385407,37.4734105
"пр-кт. Нахимовский, д. 5, к. 1, Москва",2664.10,1959,5,3,24,55.66290757,37.614608
"пр-кт. Нахимовский, д. 61, к. 5, Москва",3400.80,1960,5,4,80,55.67727557,37.55761
"ул. Нижегородская, д. 56, Москва",3679.00,1961,5,4,72,55.73425757,37.704664
